2026-04-13T09:22:05.488Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T09:22:05.490Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T09:22:05.490Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T09:22:05.491Z - New Order: 58, Balaji Enclave, Manglaya Sadak, Indore, Madhya Pradesh 453771, India, Lat: 22.798434242721534, Lng: 75.92257872586505
2026-04-13T09:22:05.491Z - Nearby Found: 1
2026-04-13T09:46:00.967Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T09:46:00.980Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T09:46:00.981Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T09:46:00.982Z - New Order: 58, Balaji Enclave, Manglaya Sadak, Indore, Madhya Pradesh 453771, India, Lat: 22.798434242721534, Lng: 75.92257872586505
2026-04-13T09:46:00.983Z - Nearby Found: 1
2026-04-13T09:50:53.961Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T09:50:53.963Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T09:50:53.964Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T09:50:53.965Z - New Order: 58, Balaji Enclave, Manglaya Sadak, Indore, Madhya Pradesh 453771, India, Lat: 22.798434242721534, Lng: 75.92257872586505
2026-04-13T09:50:53.965Z - Nearby Found: 1
2026-04-13T10:03:03.574Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T10:03:03.576Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T10:03:03.577Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T10:03:03.578Z - New Order: 58, Balaji Enclave, Manglaya Sadak, Indore, Madhya Pradesh 453771, India, Lat: 22.798434242721534, Lng: 75.92257872586505
2026-04-13T10:03:03.579Z - Nearby Found: 1
2026-04-13T10:18:58.096Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T10:18:58.098Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T10:18:58.099Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T10:18:58.100Z - New Order: 58, Balaji Enclave, Manglaya Sadak, Indore, Madhya Pradesh 453771, India, Lat: 22.798434242721534, Lng: 75.92257872586505
2026-04-13T10:18:58.101Z - Nearby Found: 1
2026-04-13T10:18:59.246Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T10:18:59.247Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T10:18:59.248Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T10:18:59.248Z - New Order: 58, Balaji Enclave, Manglaya Sadak, Indore, Madhya Pradesh 453771, India, Lat: 22.798434242721534, Lng: 75.92257872586505
2026-04-13T10:18:59.248Z - Nearby Found: 1
2026-04-13T11:16:32.639Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T11:16:32.652Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T11:16:32.653Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T11:37:27.741Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T11:37:27.742Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T11:37:27.743Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T11:58:57.141Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T11:58:57.142Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T11:58:57.143Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T12:10:21.414Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T12:10:21.416Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T12:10:21.417Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T12:12:13.772Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T12:12:13.774Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T12:12:13.776Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T12:14:38.080Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T12:14:38.082Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T12:14:38.083Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-13T12:15:28.626Z - --- Matching for 22.798434242721534, 75.92257872586505 (Found 2 active riders) ---
2026-04-13T12:15:28.628Z - Rider: Marcus V., Pos: 22.5479,75.7564, Dist: 32.662km
2026-04-13T12:15:28.630Z - Rider: Marcus V., Pos: 22.798434242721534,75.92257872586505, Dist: 0.000km
2026-04-14T05:21:05.079Z - Order #EZ-4654 created. Finding nearby vendors... Found: 1
2026-04-14T05:21:05.085Z - Broadcasting to vendor room: user_69dc903c3386c4d76f1d0580
2026-04-14T05:26:26.470Z - Order #EZ-6689 created. Finding nearby vendors... Found: 1
2026-04-14T05:26:26.473Z - Broadcasting to vendor room: user_69dc903c3386c4d76f1d0580
2026-04-14T05:30:49.066Z - Order #EZ-5561 created. Finding nearby vendors... Found: 1
2026-04-14T05:30:49.071Z - Broadcasting to vendor room: user_69dc903c3386c4d76f1d0580
2026-04-27T11:12:31.359Z - 📡 [TRAFFIC] 4:42:31 pm | POST /api/orders/verify-handshake/69ef445ad6217e4ff2857d4d
2026-04-27T11:12:45.794Z - 📡 [TRAFFIC] 4:42:45 pm | POST /api/orders/verify-handshake/69ef445ad6217e4ff2857d4d
2026-04-27T11:12:46.834Z - 📡 [TRAFFIC] 4:42:46 pm | GET /api/orders/69ef445ad6217e4ff2857d4d
2026-04-27T11:12:46.837Z - SOCKET_JOIN - Client mDTvZTOOpT8wV8nnAAAd -> vendors_pool
2026-04-27T11:12:46.847Z - SOCKET_JOIN - Client mDTvZTOOpT8wV8nnAAAd -> user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:12:46.848Z - SOCKET_JOIN - Client mDTvZTOOpT8wV8nnAAAd -> vendors_pool
2026-04-27T11:12:46.849Z - SOCKET_JOIN - Client mDTvZTOOpT8wV8nnAAAd -> user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:12:47.072Z - 📡 [TRAFFIC] 4:42:47 pm | GET /api/orders/69ef445ad6217e4ff2857d4d
2026-04-27T11:12:51.816Z - 📡 [TRAFFIC] 4:42:51 pm | POST /api/logistics/request
2026-04-27T11:13:03.830Z - 📡 [TRAFFIC] 4:43:03 pm | POST /api/logistics/verify
2026-04-27T11:13:04.105Z - 📡 [TRAFFIC] 4:43:04 pm | GET /api/orders/69ef445ad6217e4ff2857d4d
2026-04-27T11:17:26.260Z - 🚀 SERVER RESTARTED AT 2026-04-27T11:17:26.259Z ON PORT 5001
2026-04-27T11:17:26.436Z - SOCKET_JOIN - Client NE6bzz9UztRFrEvpAAAH -> user_69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:17:31.300Z - 📡 [TRAFFIC] 4:47:31 pm | GET /api/admin/config
2026-04-27T11:17:31.305Z - 📡 [TRAFFIC] 4:47:31 pm | GET /api/master-services
2026-04-27T11:17:31.311Z - 📡 [TRAFFIC] 4:47:31 pm | GET /api/services?approvedOnly=true
2026-04-27T11:17:31.420Z - 📡 [TRAFFIC] 4:47:31 pm | GET /api/admin/config
2026-04-27T11:17:31.424Z - 📡 [TRAFFIC] 4:47:31 pm | GET /api/auth/profile/69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:17:31.606Z - 📡 [TRAFFIC] 4:47:31 pm | GET /api/master-services
2026-04-27T11:17:31.611Z - 📡 [TRAFFIC] 4:47:31 pm | GET /api/services?approvedOnly=true
2026-04-27T11:17:31.616Z - 📡 [TRAFFIC] 4:47:31 pm | GET /api/auth/profile/69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:17:34.547Z - 📡 [TRAFFIC] 4:47:34 pm | GET /api/master-services
2026-04-27T11:17:34.551Z - 📡 [TRAFFIC] 4:47:34 pm | GET /api/services?approvedOnly=true
2026-04-27T11:17:34.556Z - 📡 [TRAFFIC] 4:47:34 pm | GET /api/admin/config
2026-04-27T11:17:34.559Z - 📡 [TRAFFIC] 4:47:34 pm | GET /api/auth/profile/69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:17:34.669Z - 📡 [TRAFFIC] 4:47:34 pm | GET /api/auth/profile/69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:17:34.676Z - 📡 [TRAFFIC] 4:47:34 pm | GET /api/admin/config
2026-04-27T11:17:34.776Z - 📡 [TRAFFIC] 4:47:34 pm | GET /api/services?approvedOnly=true
2026-04-27T11:17:34.779Z - 📡 [TRAFFIC] 4:47:34 pm | GET /api/master-services
2026-04-27T11:17:35.981Z - 📡 [TRAFFIC] 4:47:35 pm | POST /api/orders
2026-04-27T11:17:36.296Z - Global broadcast sent for Order #EZ-8155
2026-04-27T11:17:36.432Z - Broadcasting to vendor room: user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:17:44.180Z - 📡 [TRAFFIC] 4:47:44 pm | GET /api/orders/vendor?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:17:44.184Z - 📡 [TRAFFIC] 4:47:44 pm | GET /api/orders/pool?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:17:44.189Z - 📡 [TRAFFIC] 4:47:44 pm | GET /api/notifications?userId=69ec93ce2c76f5ab4ec7cf65&role=vendor
2026-04-27T11:17:44.295Z - 📡 [TRAFFIC] 4:47:44 pm | GET /api/notifications?userId=69ec93ce2c76f5ab4ec7cf65&role=vendor
2026-04-27T11:17:44.519Z - 📡 [TRAFFIC] 4:47:44 pm | GET /api/orders/vendor?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:17:44.569Z - 📡 [TRAFFIC] 4:47:44 pm | GET /api/orders/pool?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:17:46.299Z - 📡 [TRAFFIC] 4:47:46 pm | POST /api/orders/vendor-accept/69ef45d01134cf2f3a798c59
2026-04-27T11:17:46.946Z - --- Matching for 22.798059, 75.9232677 (Found 0 active riders) ---
2026-04-27T11:17:47.889Z - 📡 [TRAFFIC] 4:47:47 pm | GET /api/orders/vendor?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:17:47.892Z - 📡 [TRAFFIC] 4:47:47 pm | GET /api/orders/pool?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:17:47.896Z - 📡 [TRAFFIC] 4:47:47 pm | GET /api/notifications?userId=69ec93ce2c76f5ab4ec7cf65&role=vendor
2026-04-27T11:17:52.582Z - SOCKET_JOIN - Client NE6bzz9UztRFrEvpAAAH -> order_69ef45d01134cf2f3a798c59
2026-04-27T11:17:52.584Z - 📡 [TRAFFIC] 4:47:52 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:17:52.593Z - SOCKET_JOIN - Client NE6bzz9UztRFrEvpAAAH -> order_69ef45d01134cf2f3a798c59
2026-04-27T11:17:52.885Z - 📡 [TRAFFIC] 4:47:52 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:17:54.785Z - 📡 [TRAFFIC] 4:47:54 pm | POST /api/logistics/request
2026-04-27T11:18:01.665Z - 📡 [TRAFFIC] 4:48:01 pm | POST /api/logistics/verify
2026-04-27T11:18:02.040Z - 📡 [TRAFFIC] 4:48:02 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:18:08.627Z - 📡 [TRAFFIC] 4:48:08 pm | GET /api/orders/vendor?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:08.630Z - 📡 [TRAFFIC] 4:48:08 pm | GET /api/orders/pool?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:08.637Z - 📡 [TRAFFIC] 4:48:08 pm | GET /api/notifications?userId=69ec93ce2c76f5ab4ec7cf65&role=vendor
2026-04-27T11:18:08.650Z - SOCKET_JOIN - Client tTZYrSyDlyyPiEhMAAAJ -> vendors_pool
2026-04-27T11:18:08.698Z - SOCKET_JOIN - Client tTZYrSyDlyyPiEhMAAAJ -> user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:08.717Z - SOCKET_JOIN - Client tTZYrSyDlyyPiEhMAAAJ -> vendors_pool
2026-04-27T11:18:08.718Z - SOCKET_JOIN - Client tTZYrSyDlyyPiEhMAAAJ -> user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:08.803Z - 📡 [TRAFFIC] 4:48:08 pm | GET /api/notifications?userId=69ec93ce2c76f5ab4ec7cf65&role=vendor
2026-04-27T11:18:08.870Z - 📡 [TRAFFIC] 4:48:08 pm | GET /api/orders/pool?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:09.017Z - 📡 [TRAFFIC] 4:48:09 pm | GET /api/orders/vendor?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:11.257Z - 📡 [TRAFFIC] 4:48:11 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:18:11.518Z - 📡 [TRAFFIC] 4:48:11 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:18:12.619Z - 📡 [TRAFFIC] 4:48:12 pm | GET /api/orders/vendor?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:12.622Z - 📡 [TRAFFIC] 4:48:12 pm | GET /api/orders/pool?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:12.625Z - 📡 [TRAFFIC] 4:48:12 pm | GET /api/notifications?userId=69ec93ce2c76f5ab4ec7cf65&role=vendor
2026-04-27T11:18:13.426Z - 📡 [TRAFFIC] 4:48:13 pm | PATCH /api/orders/status/69ef45d01134cf2f3a798c59
2026-04-27T11:18:14.494Z - 📡 [TRAFFIC] 4:48:14 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:18:14.499Z - SOCKET_JOIN - Client kcUlGgYS4AvnfJ3EAAAL -> vendors_pool
2026-04-27T11:18:14.510Z - SOCKET_JOIN - Client kcUlGgYS4AvnfJ3EAAAL -> user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:14.511Z - SOCKET_JOIN - Client kcUlGgYS4AvnfJ3EAAAL -> vendors_pool
2026-04-27T11:18:14.512Z - SOCKET_JOIN - Client kcUlGgYS4AvnfJ3EAAAL -> user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:14.736Z - 📡 [TRAFFIC] 4:48:14 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:18:18.444Z - 📡 [TRAFFIC] 4:48:18 pm | POST /api/orders/mark-ready/69ef45d01134cf2f3a798c59
2026-04-27T11:18:19.561Z - 📡 [TRAFFIC] 4:48:19 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:18:19.566Z - SOCKET_JOIN - Client PzEExvIgHn_fdP8jAAAN -> vendors_pool
2026-04-27T11:18:19.577Z - SOCKET_JOIN - Client PzEExvIgHn_fdP8jAAAN -> user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:19.578Z - SOCKET_JOIN - Client PzEExvIgHn_fdP8jAAAN -> vendors_pool
2026-04-27T11:18:19.579Z - SOCKET_JOIN - Client PzEExvIgHn_fdP8jAAAN -> user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:19.817Z - 📡 [TRAFFIC] 4:48:19 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:18:33.152Z - 📡 [TRAFFIC] 4:48:33 pm | POST /api/orders/verify-handshake/69ef45d01134cf2f3a798c59
2026-04-27T11:18:34.170Z - 📡 [TRAFFIC] 4:48:34 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:18:34.175Z - SOCKET_JOIN - Client jZl8G3bdFeAQrrWSAAAP -> vendors_pool
2026-04-27T11:18:34.187Z - SOCKET_JOIN - Client jZl8G3bdFeAQrrWSAAAP -> user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:34.188Z - SOCKET_JOIN - Client jZl8G3bdFeAQrrWSAAAP -> vendors_pool
2026-04-27T11:18:34.189Z - SOCKET_JOIN - Client jZl8G3bdFeAQrrWSAAAP -> user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:18:34.392Z - 📡 [TRAFFIC] 4:48:34 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:18:39.613Z - 📡 [TRAFFIC] 4:48:39 pm | POST /api/logistics/request
2026-04-27T11:18:50.744Z - 📡 [TRAFFIC] 4:48:50 pm | POST /api/logistics/verify
2026-04-27T11:18:51.011Z - 📡 [TRAFFIC] 4:48:51 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:19:01.513Z - 📡 [TRAFFIC] 4:49:01 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:19:01.516Z - SOCKET_JOIN - Client t_XuchJLriiGE9nFAAAR -> order_69ef45d01134cf2f3a798c59
2026-04-27T11:19:01.570Z - SOCKET_JOIN - Client t_XuchJLriiGE9nFAAAR -> user_69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:19:01.571Z - SOCKET_JOIN - Client t_XuchJLriiGE9nFAAAR -> order_69ef45d01134cf2f3a798c59
2026-04-27T11:19:01.574Z - SOCKET_JOIN - Client t_XuchJLriiGE9nFAAAR -> user_69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:19:01.770Z - 📡 [TRAFFIC] 4:49:01 pm | GET /api/orders/69ef45d01134cf2f3a798c59
2026-04-27T11:27:37.893Z - 📡 [TRAFFIC] 4:57:37 pm | GET /api/admin/config
2026-04-27T11:27:37.897Z - 📡 [TRAFFIC] 4:57:37 pm | GET /api/master-services
2026-04-27T11:27:37.900Z - 📡 [TRAFFIC] 4:57:37 pm | GET /api/services?approvedOnly=true
2026-04-27T11:27:38.022Z - 📡 [TRAFFIC] 4:57:38 pm | GET /api/admin/config
2026-04-27T11:27:38.034Z - 📡 [TRAFFIC] 4:57:38 pm | GET /api/auth/profile/69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:27:38.164Z - 📡 [TRAFFIC] 4:57:38 pm | GET /api/services?approvedOnly=true
2026-04-27T11:27:38.169Z - 📡 [TRAFFIC] 4:57:38 pm | GET /api/master-services
2026-04-27T11:27:38.194Z - 📡 [TRAFFIC] 4:57:38 pm | GET /api/auth/profile/69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:27:39.851Z - 📡 [TRAFFIC] 4:57:39 pm | GET /api/master-services
2026-04-27T11:27:39.856Z - 📡 [TRAFFIC] 4:57:39 pm | GET /api/services?approvedOnly=true
2026-04-27T11:27:39.859Z - 📡 [TRAFFIC] 4:57:39 pm | GET /api/admin/config
2026-04-27T11:27:39.863Z - 📡 [TRAFFIC] 4:57:39 pm | GET /api/auth/profile/69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:27:39.993Z - 📡 [TRAFFIC] 4:57:39 pm | GET /api/auth/profile/69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:27:39.996Z - 📡 [TRAFFIC] 4:57:39 pm | GET /api/admin/config
2026-04-27T11:27:40.126Z - 📡 [TRAFFIC] 4:57:40 pm | GET /api/services?approvedOnly=true
2026-04-27T11:27:40.130Z - 📡 [TRAFFIC] 4:57:40 pm | GET /api/master-services
2026-04-27T11:27:43.788Z - 📡 [TRAFFIC] 4:57:43 pm | GET /api/admin/config
2026-04-27T11:27:43.792Z - 📡 [TRAFFIC] 4:57:43 pm | GET /api/master-services
2026-04-27T11:27:43.794Z - 📡 [TRAFFIC] 4:57:43 pm | GET /api/services?approvedOnly=true
2026-04-27T11:27:43.905Z - 📡 [TRAFFIC] 4:57:43 pm | GET /api/admin/config
2026-04-27T11:27:43.908Z - 📡 [TRAFFIC] 4:57:43 pm | GET /api/auth/profile/69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:27:43.993Z - 📡 [TRAFFIC] 4:57:43 pm | GET /api/master-services
2026-04-27T11:27:44.045Z - 📡 [TRAFFIC] 4:57:44 pm | GET /api/services?approvedOnly=true
2026-04-27T11:27:44.081Z - 📡 [TRAFFIC] 4:57:44 pm | GET /api/auth/profile/69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:27:45.934Z - 📡 [TRAFFIC] 4:57:45 pm | GET /api/master-services
2026-04-27T11:27:45.936Z - 📡 [TRAFFIC] 4:57:45 pm | GET /api/services?approvedOnly=true
2026-04-27T11:27:45.938Z - 📡 [TRAFFIC] 4:57:45 pm | GET /api/admin/config
2026-04-27T11:27:45.941Z - 📡 [TRAFFIC] 4:57:45 pm | GET /api/auth/profile/69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:27:46.064Z - 📡 [TRAFFIC] 4:57:46 pm | GET /api/admin/config
2026-04-27T11:27:46.067Z - 📡 [TRAFFIC] 4:57:46 pm | GET /api/auth/profile/69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:27:46.174Z - 📡 [TRAFFIC] 4:57:46 pm | GET /api/services?approvedOnly=true
2026-04-27T11:27:46.188Z - 📡 [TRAFFIC] 4:57:46 pm | GET /api/master-services
2026-04-27T11:27:48.501Z - 📡 [TRAFFIC] 4:57:48 pm | POST /api/orders
2026-04-27T11:27:48.751Z - Global broadcast sent for Order #EZ-3951
2026-04-27T11:27:48.759Z - 📡 [TRAFFIC] 4:57:48 pm | GET /api/orders/69ef48341134cf2f3a798dcb
2026-04-27T11:27:48.813Z - 📡 [TRAFFIC] 4:57:48 pm | POST /api/orders
2026-04-27T11:27:48.861Z - Broadcasting to vendor room: user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:27:49.004Z - 📡 [TRAFFIC] 4:57:49 pm | GET /api/orders/69ef48341134cf2f3a798dcb
2026-04-27T11:27:49.017Z - Global broadcast sent for Order #EZ-2920
2026-04-27T11:27:49.026Z - 📡 [TRAFFIC] 4:57:49 pm | GET /api/orders/69ef48341134cf2f3a798dd7
2026-04-27T11:27:49.140Z - Broadcasting to vendor room: user_69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:27:49.244Z - 📡 [TRAFFIC] 4:57:49 pm | GET /api/orders/69ef48341134cf2f3a798dd7
2026-04-27T11:27:55.377Z - 📡 [TRAFFIC] 4:57:55 pm | GET /api/orders/vendor?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:27:55.381Z - 📡 [TRAFFIC] 4:57:55 pm | GET /api/orders/pool?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:27:55.385Z - 📡 [TRAFFIC] 4:57:55 pm | GET /api/notifications?userId=69ec93ce2c76f5ab4ec7cf65&role=vendor
2026-04-27T11:27:55.518Z - 📡 [TRAFFIC] 4:57:55 pm | GET /api/notifications?userId=69ec93ce2c76f5ab4ec7cf65&role=vendor
2026-04-27T11:27:55.684Z - 📡 [TRAFFIC] 4:57:55 pm | GET /api/orders/vendor?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:27:55.703Z - 📡 [TRAFFIC] 4:57:55 pm | GET /api/orders/pool?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:27:58.767Z - 📡 [TRAFFIC] 4:57:58 pm | POST /api/orders/vendor-accept/69ef48341134cf2f3a798dcb
2026-04-27T11:27:59.275Z - --- Matching for 22.798059, 75.9232677 (Found 0 active riders) ---
2026-04-27T11:28:00.167Z - 📡 [TRAFFIC] 4:58:00 pm | GET /api/orders/vendor?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:28:00.170Z - 📡 [TRAFFIC] 4:58:00 pm | GET /api/orders/pool?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:28:00.172Z - 📡 [TRAFFIC] 4:58:00 pm | GET /api/notifications?userId=69ec93ce2c76f5ab4ec7cf65&role=vendor
2026-04-27T11:28:06.280Z - SOCKET_JOIN - Client t_XuchJLriiGE9nFAAAR -> order_69ef48341134cf2f3a798dd7
2026-04-27T11:28:06.282Z - 📡 [TRAFFIC] 4:58:06 pm | GET /api/orders/69ef48341134cf2f3a798dd7
2026-04-27T11:28:06.287Z - SOCKET_JOIN - Client t_XuchJLriiGE9nFAAAR -> order_69ef48341134cf2f3a798dd7
2026-04-27T11:28:06.519Z - 📡 [TRAFFIC] 4:58:06 pm | GET /api/orders/69ef48341134cf2f3a798dd7
2026-04-27T11:28:15.353Z - 📡 [TRAFFIC] 4:58:15 pm | GET /api/orders/69ef48341134cf2f3a798dd7
2026-04-27T11:28:15.357Z - SOCKET_JOIN - Client KJKTAx-MirZpl9q0AAAT -> order_69ef48341134cf2f3a798dd7
2026-04-27T11:28:15.412Z - SOCKET_JOIN - Client KJKTAx-MirZpl9q0AAAT -> user_69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:28:15.413Z - SOCKET_JOIN - Client KJKTAx-MirZpl9q0AAAT -> order_69ef48341134cf2f3a798dd7
2026-04-27T11:28:15.414Z - SOCKET_JOIN - Client KJKTAx-MirZpl9q0AAAT -> user_69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:28:15.629Z - 📡 [TRAFFIC] 4:58:15 pm | GET /api/orders/69ef48341134cf2f3a798dd7
2026-04-27T11:28:19.153Z - 📡 [TRAFFIC] 4:58:19 pm | POST /api/orders/vendor-accept/69ef48341134cf2f3a798dd7
2026-04-27T11:28:19.705Z - --- Matching for 22.798059, 75.9232677 (Found 0 active riders) ---
2026-04-27T11:28:20.571Z - 📡 [TRAFFIC] 4:58:20 pm | GET /api/orders/vendor?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:28:20.574Z - 📡 [TRAFFIC] 4:58:20 pm | GET /api/orders/pool?vendorId=69ec93ce2c76f5ab4ec7cf65
2026-04-27T11:28:20.577Z - 📡 [TRAFFIC] 4:58:20 pm | GET /api/notifications?userId=69ec93ce2c76f5ab4ec7cf65&role=vendor
2026-04-27T11:28:26.804Z - 📡 [TRAFFIC] 4:58:26 pm | GET /api/orders/69ef48341134cf2f3a798dd7
2026-04-27T11:28:26.808Z - SOCKET_JOIN - Client 0FggljyiA9lkEUPBAAAV -> order_69ef48341134cf2f3a798dd7
2026-04-27T11:28:26.865Z - SOCKET_JOIN - Client 0FggljyiA9lkEUPBAAAV -> user_69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:28:26.868Z - SOCKET_JOIN - Client 0FggljyiA9lkEUPBAAAV -> order_69ef48341134cf2f3a798dd7
2026-04-27T11:28:26.871Z - SOCKET_JOIN - Client 0FggljyiA9lkEUPBAAAV -> user_69ec93ce2c76f5ab4ec7cf64
2026-04-27T11:28:27.021Z - 📡 [TRAFFIC] 4:58:27 pm | GET /api/orders/69ef48341134cf2f3a798dd7
